waiting for 1 second sample...
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   421   1008  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   368    898  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   386    901  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   395    955  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   374    920  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   410    956  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   366    904  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   377    923  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   394    952  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   367    905  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   405    982  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   401    932  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   360    890  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   375    912  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   385    924  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   402    986  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   371    911  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   388    925  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   396    952  12G  23M  13G  13G 556M   5G      0      0     12      2 
   0   0   386    933  12G  23M  13G  13G 556M   5G      0      0      0      0 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   422    998  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   365    893  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   368    888  12G  23M  13G  13G 556M   5G      0      0     52      9 
   0   0   421    985  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   363    918  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   385    955  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   396    933  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   382    931  12G  23M  13G  13G 556M   5G      0      0     72     12 
   0   0   524   1164  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   397    949  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   409    998  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   377    921  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   402    957  12G  23M  13G  13G 556M   5G      0      0     24      2 
   0   0   386    924  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   367    906  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   432   1017  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   380    924  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   380    901  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   411    965  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   380    932  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   398    970  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   383    913  12G  23M  13G  13G 556M   5G      0      0      0      0 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   357    895  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   404    950  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   392    967  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   377    938  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   364    906  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   433   1001  12G  23M  13G  13G 555M   5G      0      0     36      1 
   0   0   388    953  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   390    958  12G  23M  13G  13G 555M   5G      0      0     24      2 
   0   0   424    991  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   374    928  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   363    899  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   412    976  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   367    923  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   392    966  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   398    931  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   368    903  12G  23M  13G  13G 555M   5G      0      0     96     11 
   0   0   377    936  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   423    991  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   388    979  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   360    898  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   395    948  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   418    973  12G  23M  13G  13G 555M   5G      0      0     36      5 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   369    911  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   497   1099  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   370    914  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   386    932  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   418    984  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   369    907  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   399    979  12G  23M  13G  13G 555M   5G      0      0     20      2 
   0   0   394    919  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   368    891  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   383    939  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   389    921  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   407   1000  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   372    908  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   390    938  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   401    969  12G  23M  13G  13G 555M   5G      0      0     16      2 
   0   0   372    923  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   533   1218  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   359    909  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   488   1165  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   424    993  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   430    989  12G  23M  13G  13G 555M   5G      0      0     36      8 
   0   0   399    973  12G  23M  13G  13G 555M   5G      0      0      0      0 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   415    992  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   402    954  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   536   1175  12G  23M  13G  13G 555M   5G      0      0    120      9 
   0   0   402    945  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   411    993  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   404    959  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   428    977  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   395    953  12G  23M  13G  13G 555M   5G      0      0     24      2 
   0   0   391    925  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   461   1065  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   388    947  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   419    933  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   435   1010  12G  23M  13G  13G 555M   5G      0      0     20      5 
   0   0   400    932  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   439   1044  12G  23M  13G  13G 555M   5G      0      0     16      2 
   0   0   404    946  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   380    910  12G  23M  13G  13G 555M   5G      0      0      0      0 
   0   0   435   1005  12G  23M  13G  13G 556M   5G      0      0     32      1 
   0   0   420    982  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   408   1003  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   380    916  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   405    955  12G  23M  13G  13G 556M   5G      0      0      0      0 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   410    993  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   422    980  12G  23M  13G  13G 556M   5G      0      0     28      2 
   0   0   457   1062  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   398    937  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   401    961  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   437   1027  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   388    929  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   408   1001  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   412    954  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   364    897  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   398    956  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   422    986  12G  23M  13G  13G 556M   5G      0      0    100     12 
   0   0   422   1000  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   369    910  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   413    975  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   393    951  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   413    965  12G  23M  13G  13G 556M   5G      0      0     24      2 
   0   0   446   1079  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   412    988  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   397    953  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   431   1027  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   382    946  12G  23M  13G  13G 556M   5G      0      0      0      0 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   432   1006  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   493   1066  12G  23M  13G  13G 556M   5G      0      0     36      2 
   0   0   453   1006  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   420    989  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   459   1026  12G  23M  13G  13G 556M   5G      0      0     24      3 
   0   0   421    991  12G  23M  13G  13G 556M   5G      0      0      0      0 
   0   0   417    960  12G  24M  13G  13G 556M   5G      0      0     36      2 
   0   0   423    964  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   420    995  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   477   1038  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   474   1042  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   423    956  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   444    988  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   507   1104  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   495   1069  12G  24M  13G  13G 556M   5G      0      0     32      2 
   0   0   454   1022  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   467   1001  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   447   1006  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   614   1212  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   460   1012  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   480   1039  12G  24M  13G  13G 556M   5G      0      0    100     11 
   0   0   443   1015  12G  24M  13G  13G 556M   5G      0      0      0      0 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   0   0   498   1090  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   483   1050  12G  24M  13G  13G 556M   5G      0      0     24      2 
   0   0   458   1021  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   485   1048  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   432    960  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   479   1013  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   507   1075  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   458   1027  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   424    989  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   423    955  12G  24M  13G  13G 556M   5G      0      0      0      0 
   0   0   418    969  12G  24M  13G  13G 556M   5G      0      0     32      2 
   0   0   459   1011  12G  24M  13G  13G 556M   5G      0      0      0      0 
